,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year,tm_Team,tm_G,tm_MP,tm_FG,tm_FGA,tm_FG%,tm_3P,tm_3PA,tm_3P%,tm_2P,tm_2PA,tm_2P%,tm_FT,tm_FTA,tm_FT%,tm_ORB,tm_DRB,tm_TRB,tm_AST,tm_STL,tm_BLK,tm_TOV,tm_PF,tm_PTS,tm_Age,tm_W,tm_L,tm_MOV,tm_SOS,tm_SRS,tm_ORtg,tm_DRtg,tm_NRtg,tm_Pace,tm_FTr,tm_3PAr,tm_TS%,tm_Year,tm_Team No Star,tm_Abbreviation
34,Tiny Archibald*,PG,31.0,BOS,80.0,80.0,35.8,4.8,9.9,0.482,0.1,0.2,0.222,4.7,9.7,0.488,0.485,4.5,5.4,0.83,0.7,1.7,2.5,8.4,1.3,0.1,3.0,2.7,14.1,15.3,0.574,0.023,0.548,2.3,5.3,3.8,30.2,1.7,0.2,19.7,17.0,5.9,2.9,8.9,0.148,1.4,-0.3,1.1,2.3,1980.0,Boston Celtics*,82.0,242.4,41.9,89.2,0.47,0.9,3.2,0.286,41.0,86.0,0.477,20.9,27.1,0.77,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7,27.3,61.0,21.0,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,1980.0,Boston Celtics,BOS
35,Larry Bird*,PF,23.0,BOS,82.0,82.0,36.0,8.5,17.8,0.474,0.7,1.7,0.406,7.7,16.1,0.481,0.494,3.7,4.4,0.836,2.6,7.8,10.4,4.5,1.7,0.6,3.2,3.4,21.3,20.5,0.538,0.098,0.246,8.3,23.6,16.0,18.5,2.3,1.0,14.0,25.3,5.6,5.6,11.2,0.182,3.0,1.5,4.5,4.8,1980.0,Boston Celtics*,82.0,242.4,41.9,89.2,0.47,0.9,3.2,0.286,41.0,86.0,0.477,20.9,27.1,0.77,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7,27.3,61.0,21.0,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,1980.0,Boston Celtics,BOS
36,M.L. Carr,SF,29.0,BOS,82.0,7.0,24.3,4.4,9.3,0.474,0.1,0.5,0.293,4.3,8.8,0.485,0.482,2.2,2.9,0.739,1.3,2.7,4.0,1.9,1.5,0.4,1.7,2.6,11.1,14.6,0.526,0.054,0.316,6.0,12.3,9.2,10.7,2.8,1.0,14.1,20.2,1.9,3.2,5.2,0.125,-0.2,1.5,1.3,1.7,1980.0,Boston Celtics*,82.0,242.4,41.9,89.2,0.47,0.9,3.2,0.286,41.0,86.0,0.477,20.9,27.1,0.77,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7,27.3,61.0,21.0,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,1980.0,Boston Celtics,BOS
37,Don Chaney,SG,33.0,BOS,60.0,0.0,8.7,1.1,3.2,0.354,0.0,0.1,0.167,1.1,3.1,0.361,0.357,0.5,0.7,0.762,0.5,0.7,1.2,0.6,0.5,0.2,0.6,1.3,2.8,7.8,0.402,0.032,0.222,6.7,8.8,7.8,9.3,2.8,1.2,13.7,18.3,-0.4,0.8,0.4,0.033,-4.3,1.2,-3.1,-0.1,1980.0,Boston Celtics*,82.0,242.4,41.9,89.2,0.47,0.9,3.2,0.286,41.0,86.0,0.477,20.9,27.1,0.77,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7,27.3,61.0,21.0,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,1980.0,Boston Celtics,BOS
38,Dave Cowens*,C,31.0,BOS,66.0,55.0,32.7,6.4,14.1,0.453,0.0,0.2,0.083,6.4,13.9,0.458,0.453,1.4,1.8,0.779,1.9,6.2,8.1,3.1,1.0,0.9,1.6,3.3,14.2,14.8,0.477,0.013,0.131,6.6,20.7,13.8,13.4,1.5,1.6,9.9,20.1,1.9,3.6,5.4,0.121,-0.2,1.1,0.9,1.6,1980.0,Boston Celtics*,82.0,242.4,41.9,89.2,0.47,0.9,3.2,0.286,41.0,86.0,0.477,20.9,27.1,0.77,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7,27.3,61.0,21.0,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,1980.0,Boston Celtics,BOS
39,Eric Fernsten,PF,26.0,BOS,56.0,0.0,7.7,1.3,2.7,0.464,0.0,0.0,0.0,1.3,2.7,0.464,0.464,0.6,0.9,0.635,0.7,1.0,1.7,0.5,0.3,0.2,0.4,0.8,3.1,14.4,0.497,0.0,0.34,10.5,14.3,12.4,8.7,1.8,1.6,10.2,18.1,0.5,0.6,1.2,0.133,0.2,0.6,0.8,0.3,1980.0,Boston Celtics*,82.0,242.4,41.9,89.2,0.47,0.9,3.2,0.286,41.0,86.0,0.477,20.9,27.1,0.77,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7,27.3,61.0,21.0,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,1980.0,Boston Celtics,BOS
40,Chris Ford,SG,31.0,BOS,73.0,73.0,29.0,4.5,9.7,0.465,1.0,2.2,0.427,3.6,7.5,0.477,0.515,1.2,1.6,0.754,1.1,1.4,2.5,2.9,1.5,0.4,1.4,2.4,11.2,13.0,0.537,0.231,0.161,4.1,5.4,4.8,13.5,2.5,0.7,12.2,16.2,2.9,2.6,5.6,0.126,0.6,1.4,2.0,2.1,1980.0,Boston Celtics*,82.0,242.4,41.9,89.2,0.47,0.9,3.2,0.286,41.0,86.0,0.477,20.9,27.1,0.77,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7,27.3,61.0,21.0,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,1980.0,Boston Celtics,BOS
41,Gerald Henderson,PG,24.0,BOS,76.0,2.0,14.0,2.5,5.0,0.5,0.0,0.1,0.333,2.5,4.9,0.503,0.503,1.2,1.7,0.69,0.5,0.6,1.1,1.9,0.6,0.2,1.4,1.3,6.2,12.7,0.539,0.016,0.338,3.9,4.8,4.4,19.0,2.0,0.8,19.9,20.5,0.5,1.2,1.7,0.078,-0.5,0.1,-0.4,0.4,1980.0,Boston Celtics*,82.0,242.4,41.9,89.2,0.47,0.9,3.2,0.286,41.0,86.0,0.477,20.9,27.1,0.77,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7,27.3,61.0,21.0,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,1980.0,Boston Celtics,BOS
42,Jeff Judkins,SF,23.0,BOS,65.0,0.0,10.4,2.1,4.2,0.504,0.2,0.4,0.407,2.0,3.8,0.514,0.524,1.0,1.2,0.816,0.5,0.5,1.0,0.7,0.4,0.1,0.8,1.4,5.4,14.1,0.567,0.098,0.275,5.4,5.5,5.4,9.9,2.0,0.4,13.7,21.1,1.1,0.8,1.8,0.131,-0.2,0.3,0.0,0.3,1980.0,Boston Celtics*,82.0,242.4,41.9,89.2,0.47,0.9,3.2,0.286,41.0,86.0,0.477,20.9,27.1,0.77,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7,27.3,61.0,21.0,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,1980.0,Boston Celtics,BOS
43,Cedric Maxwell,SF,24.0,BOS,80.0,80.0,34.3,5.7,9.4,0.609,0.0,0.0,0.0,5.7,9.4,0.609,0.609,5.5,6.9,0.787,3.6,5.3,8.8,2.5,1.0,0.8,2.9,3.3,16.9,19.0,0.679,0.0,0.739,11.7,16.8,14.3,9.8,1.3,1.3,18.8,17.7,8.3,3.9,12.2,0.214,2.8,0.7,3.5,3.8,1980.0,Boston Celtics*,82.0,242.4,41.9,89.2,0.47,0.9,3.2,0.286,41.0,86.0,0.477,20.9,27.1,0.77,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7,27.3,61.0,21.0,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,1980.0,Boston Celtics,BOS
44,Rick Robey,C,24.0,BOS,82.0,27.0,23.4,4.6,8.9,0.521,0.0,0.0,0.0,4.6,8.9,0.522,0.521,2.2,3.3,0.684,2.5,3.9,6.5,1.1,0.6,0.2,1.8,3.0,11.5,15.4,0.557,0.001,0.37,12.3,18.4,15.4,6.7,1.3,0.4,15.2,20.6,2.8,2.7,5.5,0.139,-0.1,-0.6,-0.8,0.6,1980.0,Boston Celtics*,82.0,242.4,41.9,89.2,0.47,0.9,3.2,0.286,41.0,86.0,0.477,20.9,27.1,0.77,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7,27.3,61.0,21.0,7.79,-0.42,7.37,109.4,101.9,7.5,102.6,0.332,0.057,0.55,1980.0,Boston Celtics,BOS
45,Dennis Awtrey,C,31.0,CHI,26.0,0.0,21.5,1.0,2.3,0.45,0.0,0.0,0.0,1.0,2.3,0.45,0.45,1.2,1.9,0.64,1.1,3.3,4.4,1.5,0.5,0.6,1.0,2.5,3.3,7.4,0.524,0.0,0.833,6.0,16.9,11.5,9.0,1.0,1.5,24.8,7.9,0.1,0.5,0.6,0.053,-2.3,0.9,-1.4,0.1,1980.0,Chicago Bulls,82.0,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980.0,Chicago Bulls,CHI
46,Del Beshore,PG,23.0,CHI,68.0,0.0,12.8,1.3,3.7,0.352,0.1,0.4,0.385,1.1,3.3,0.348,0.372,0.9,1.3,0.667,0.2,0.7,0.9,2.0,0.9,0.1,1.5,1.5,3.6,6.4,0.423,0.104,0.348,2.1,5.9,4.1,21.5,3.1,0.3,26.5,18.4,-1.7,0.8,-0.9,-0.052,-5.0,-0.1,-5.1,-0.7,1980.0,Chicago Bulls,82.0,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980.0,Chicago Bulls,CHI
47,Roger Brown,C,29.0,CHI,4.0,0.0,9.3,0.3,0.8,0.333,0.0,0.0,0.0,0.3,0.8,0.333,0.333,0.0,0.0,0.0,0.5,2.0,2.5,0.3,0.0,0.8,0.0,1.0,0.5,7.0,0.333,0.0,0.0,6.2,23.8,15.2,3.3,0.0,4.6,0.0,3.3,0.0,0.0,0.1,0.069,-3.5,0.2,-3.3,0.0,1980.0,Chicago Bulls,82.0,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980.0,Chicago Bulls,CHI
48,Coby Dietrick,C,31.0,CHI,79.0,0.0,23.2,2.9,6.3,0.454,0.0,0.1,0.111,2.9,6.2,0.46,0.455,1.1,1.5,0.763,1.3,3.3,4.6,2.7,1.1,0.6,1.4,2.9,6.9,12.1,0.494,0.018,0.236,6.4,15.7,11.1,16.4,2.3,1.6,16.9,14.8,0.8,2.1,2.9,0.076,-0.9,1.5,0.6,1.2,1980.0,Chicago Bulls,82.0,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980.0,Chicago Bulls,CHI
49,Artis Gilmore*,C,30.0,CHI,48.0,0.0,32.7,6.4,10.7,0.595,0.0,0.0,0.0,6.4,10.7,0.595,0.595,5.1,7.2,0.712,2.3,6.8,9.0,2.8,0.6,1.2,2.8,3.5,17.8,19.9,0.643,0.0,0.671,7.9,22.7,15.5,13.0,0.9,2.1,16.7,20.7,4.0,1.7,5.6,0.172,2.5,0.4,2.9,1.9,1980.0,Chicago Bulls,82.0,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980.0,Chicago Bulls,CHI
50,Dave Greenwood,PF,22.0,CHI,82.0,0.0,34.0,6.1,12.8,0.474,0.0,0.1,0.143,6.1,12.7,0.476,0.474,4.1,5.1,0.81,2.7,6.7,9.4,2.2,0.7,1.6,2.6,3.8,16.3,16.2,0.541,0.007,0.396,9.2,21.6,15.6,9.8,1.0,2.6,14.5,21.1,3.5,3.1,6.5,0.112,-0.1,-0.2,-0.3,1.2,1980.0,Chicago Bulls,82.0,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980.0,Chicago Bulls,CHI
51,Ollie Johnson,SF,30.0,CHI,79.0,0.0,19.4,3.3,6.7,0.497,0.0,0.1,0.091,3.3,6.5,0.506,0.498,1.0,1.2,0.882,0.6,1.4,2.1,2.0,0.7,0.3,1.2,2.1,7.7,12.3,0.534,0.021,0.176,3.7,8.1,6.0,15.6,1.8,0.9,14.5,17.6,1.3,1.0,2.3,0.073,-0.9,0.0,-0.9,0.4,1980.0,Chicago Bulls,82.0,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980.0,Chicago Bulls,CHI
52,Scott May,SF,25.0,CHI,54.0,0.0,24.0,4.9,10.9,0.45,0.0,0.1,0.0,4.9,10.8,0.453,0.45,2.7,3.2,0.837,1.4,2.6,4.0,1.9,0.8,0.1,1.4,2.3,12.4,14.9,0.507,0.007,0.293,6.9,11.8,9.4,12.5,1.6,0.2,10.4,23.2,1.5,0.9,2.4,0.09,-0.1,-1.3,-1.3,0.2,1980.0,Chicago Bulls,82.0,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980.0,Chicago Bulls,CHI
53,John Mengelt,SG,30.0,CHI,36.0,0.0,10.8,2.5,4.6,0.542,0.0,0.2,0.0,2.5,4.4,0.563,0.542,1.1,1.4,0.796,0.1,0.6,0.6,1.1,0.3,0.0,1.0,1.5,6.1,13.4,0.584,0.036,0.295,0.9,5.7,3.3,16.0,1.2,0.0,16.1,23.5,0.4,0.1,0.6,0.07,-1.6,-1.5,-3.1,-0.1,1980.0,Chicago Bulls,82.0,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980.0,Chicago Bulls,CHI
54,Sam Smith,SF,25.0,CHI,30.0,0.0,16.5,3.2,7.7,0.422,0.3,1.2,0.229,3.0,6.5,0.456,0.439,1.9,2.1,0.905,0.7,1.1,1.8,1.4,0.8,0.2,1.1,1.8,8.6,14.2,0.502,0.152,0.274,5.1,7.1,6.1,13.0,2.4,0.8,11.4,23.9,0.4,0.4,0.8,0.079,-0.5,-0.4,-0.9,0.1,1980.0,Chicago Bulls,82.0,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980.0,Chicago Bulls,CHI
55,Ricky Sobers,PG,27.0,CHI,82.0,0.0,32.6,5.7,12.2,0.469,0.3,0.8,0.309,5.5,11.4,0.481,0.48,2.4,2.9,0.837,0.9,2.0,3.0,5.2,1.7,0.2,3.4,3.6,14.2,12.5,0.524,0.068,0.239,3.2,6.9,5.1,23.8,2.4,0.4,20.3,21.2,0.5,1.9,2.4,0.044,-1.3,-0.6,-1.9,0.1,1980.0,Chicago Bulls,82.0,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980.0,Chicago Bulls,CHI
56,Reggie Theus,SG,22.0,CHI,82.0,0.0,36.9,6.9,14.3,0.483,0.3,1.3,0.267,6.6,13.0,0.504,0.495,6.1,7.3,0.838,1.7,2.3,4.0,6.3,1.4,0.2,4.2,3.2,20.2,17.0,0.579,0.09,0.509,5.4,6.7,6.1,25.9,1.8,0.4,19.5,24.0,5.2,1.7,6.9,0.11,2.1,-1.3,0.8,2.1,1980.0,Chicago Bulls,82.0,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,25.9,30.0,52.0,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,0.373,0.04,0.545,1980.0,Chicago Bulls,CHI
57,Gus Bailey,SG,28.0,WSB,20.0,0.0,9.0,0.8,1.8,0.457,0.1,0.1,1.0,0.8,1.7,0.441,0.471,0.3,0.7,0.385,0.3,1.1,1.4,1.3,0.4,0.2,0.6,0.9,1.9,9.3,0.467,0.029,0.371,3.3,12.4,7.8,17.8,1.8,1.2,21.3,11.3,0.0,0.2,0.2,0.043,-3.0,1.3,-1.7,0.1,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Greg Ballard,SF,25.0,WSB,82.0,0.0,29.7,6.6,13.4,0.495,0.2,0.6,0.34,6.5,12.9,0.502,0.502,2.1,2.8,0.753,2.9,4.9,7.8,1.9,1.1,0.4,1.6,2.4,15.6,18.1,0.532,0.043,0.206,9.8,16.6,13.1,9.7,1.7,0.8,10.0,21.6,4.1,2.8,6.9,0.136,1.9,0.1,2.0,2.5,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Ron Behagen,PF,29.0,WSB,6.0,0.0,10.7,1.5,3.8,0.391,0.0,0.0,0.0,1.5,3.8,0.391,0.391,0.8,1.0,0.833,1.0,1.3,2.3,1.2,0.0,0.7,0.7,2.3,3.8,10.2,0.449,0.0,0.261,9.3,12.7,11.0,14.4,0.0,3.3,13.5,18.3,0.0,0.1,0.1,0.055,-3.7,0.3,-3.4,0.0,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Lawrence Boston,PF,23.0,WSB,13.0,0.0,9.6,1.8,4.0,0.462,0.0,0.0,0.0,1.8,4.0,0.462,0.462,0.6,1.0,0.615,1.5,1.5,3.0,0.2,0.3,0.2,0.6,1.9,4.3,12.6,0.485,0.0,0.25,15.1,16.2,15.7,2.3,1.5,0.8,12.2,20.7,0.1,0.1,0.2,0.075,-3.3,-0.7,-4.0,-0.1,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Dave Corzine,C,23.0,WSB,78.0,0.0,10.6,1.2,2.8,0.417,0.0,0.0,0.0,1.2,2.8,0.417,0.417,0.6,0.9,0.662,1.3,2.1,3.5,0.8,0.1,0.4,0.8,1.5,2.9,10.3,0.457,0.0,0.315,12.5,20.4,16.4,9.7,0.5,2.0,19.6,14.6,-0.1,0.9,0.9,0.05,-3.1,0.2,-3.0,-0.2,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Bob Dandridge*,SF,32.0,WSB,45.0,0.0,32.4,7.3,16.2,0.451,0.0,0.2,0.182,7.3,16.0,0.455,0.453,2.7,3.4,0.809,1.4,4.1,5.5,4.0,0.6,0.8,2.7,2.5,17.4,14.8,0.492,0.015,0.209,4.3,12.7,8.5,18.2,0.9,1.3,13.4,24.9,0.5,1.2,1.7,0.056,0.2,-0.4,-0.2,0.7,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Kevin Grevey,SF,26.0,WSB,65.0,0.0,28.0,5.1,12.4,0.412,0.5,1.4,0.37,4.6,11.0,0.417,0.433,3.3,3.8,0.867,1.2,1.6,2.9,2.7,0.9,0.2,1.6,2.4,14.0,13.7,0.499,0.114,0.31,4.4,6.0,5.2,13.6,1.4,0.5,10.0,22.0,2.2,1.2,3.3,0.088,-0.3,-0.5,-0.8,0.6,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Elvin Hayes*,PF,34.0,WSB,81.0,0.0,39.3,9.4,20.7,0.454,0.0,0.2,0.231,9.4,20.5,0.456,0.455,4.1,5.9,0.699,3.3,7.7,11.1,1.6,0.8,2.3,2.7,3.8,23.0,17.2,0.492,0.008,0.285,8.4,20.0,14.1,6.1,0.9,3.1,10.2,26.1,2.1,4.2,6.2,0.094,-0.2,-0.2,-0.4,1.2,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Mitch Kupchak,PF,25.0,WSB,40.0,0.0,11.3,1.7,4.0,0.419,0.0,0.1,0.0,1.7,4.0,0.424,0.419,1.3,1.9,0.693,0.8,1.8,2.6,0.4,0.2,0.2,1.0,1.2,4.7,9.7,0.482,0.013,0.469,7.0,16.4,11.7,4.7,0.8,0.9,17.2,20.4,-0.3,0.4,0.2,0.018,-3.8,-1.1,-4.9,-0.3,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Kevin Porter,PG,29.0,WSB,70.0,0.0,21.3,2.9,6.3,0.459,0.0,0.1,0.0,2.9,6.2,0.463,0.459,1.6,2.0,0.803,0.4,0.8,1.2,6.5,0.8,0.2,2.3,2.6,7.3,13.1,0.514,0.009,0.313,1.7,3.9,2.8,40.0,1.8,0.4,24.8,17.5,0.8,1.0,1.8,0.057,-0.5,-0.9,-1.5,0.2,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Wes Unseld*,C,33.0,WSB,82.0,0.0,36.3,4.0,7.8,0.513,0.0,0.0,0.5,4.0,7.7,0.513,0.514,1.7,2.5,0.665,4.1,9.3,13.3,4.5,0.8,0.7,1.9,3.0,9.7,15.4,0.545,0.003,0.328,11.2,25.9,18.5,15.6,1.0,1.1,17.3,11.7,4.3,4.1,8.4,0.135,0.9,1.5,2.5,3.3,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Larry Wright,PG,25.0,WSB,76.0,0.0,16.9,3.0,6.6,0.458,0.1,0.2,0.25,3.0,6.4,0.465,0.462,1.3,1.4,0.889,0.5,1.1,1.6,2.9,0.6,0.2,1.4,1.9,7.3,13.3,0.51,0.032,0.216,3.1,6.5,4.8,23.9,1.8,0.7,16.5,20.1,0.8,1.0,1.8,0.069,-1.1,0.1,-1.0,0.3,1980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,James Bailey,PF,22.0,SEA,67.0,0.0,10.8,1.8,4.0,0.45,0.0,0.0,0.0,1.8,4.0,0.45,0.45,1.0,1.5,0.673,1.1,1.9,2.9,0.4,0.3,0.8,1.2,1.7,4.7,12.3,0.495,0.0,0.373,10.2,18.3,14.3,5.3,1.4,4.1,20.0,21.4,-0.4,1.4,1.0,0.063,-4.2,0.9,-3.3,-0.2,1980.0,Seattle SuperSonics*,82.0,241.8,41.6,90.5,0.459,0.7,2.9,0.246,40.8,87.6,0.466,20.0,26.2,0.764,14.7,29.4,44.0,24.6,8.9,4.8,18.5,24.4,103.8,27.0,56.0,26.0,4.66,-0.42,4.24,105.8,101.2,4.6,101.8,0.298,0.025,0.52,1980.0,Seattle SuperSonics,SEA
70,Fred Brown,SG,31.0,SEA,80.0,0.0,21.3,5.1,10.5,0.479,0.5,1.1,0.443,4.6,9.4,0.483,0.502,1.4,1.7,0.837,0.4,1.5,1.9,2.2,0.8,0.2,1.3,1.5,12.0,16.4,0.532,0.104,0.16,2.2,7.5,4.8,15.5,1.8,0.6,10.4,23.4,2.8,2.1,4.9,0.138,1.2,0.2,1.4,1.4,1980.0,Seattle SuperSonics*,82.0,241.8,41.6,90.5,0.459,0.7,2.9,0.246,40.8,87.6,0.466,20.0,26.2,0.764,14.7,29.4,44.0,24.6,8.9,4.8,18.5,24.4,103.8,27.0,56.0,26.0,4.66,-0.42,4.24,105.8,101.2,4.6,101.8,0.298,0.025,0.52,1980.0,Seattle SuperSonics,SEA
71,Dennis Johnson*,SG,25.0,SEA,81.0,0.0,36.3,7.1,16.8,0.422,0.1,0.7,0.207,6.9,16.1,0.431,0.426,4.7,6.0,0.78,2.1,3.0,5.1,4.1,1.8,1.0,2.8,3.3,19.0,15.9,0.489,0.043,0.358,6.2,8.7,7.4,16.1,2.3,1.5,12.6,24.2,3.0,4.4,7.4,0.12,0.5,0.8,1.3,2.5,1980.0,Seattle SuperSonics*,82.0,241.8,41.6,90.5,0.459,0.7,2.9,0.246,40.8,87.6,0.466,20.0,26.2,0.764,14.7,29.4,44.0,24.6,8.9,4.8,18.5,24.4,103.8,27.0,56.0,26.0,4.66,-0.42,4.24,105.8,101.2,4.6,101.8,0.298,0.025,0.52,1980.0,Seattle SuperSonics,SEA
72,John Johnson,SF,32.0,SEA,81.0,0.0,31.3,4.7,9.5,0.488,0.0,0.0,0.0,4.7,9.5,0.488,0.488,2.0,2.5,0.801,2.0,3.2,5.3,5.2,0.9,0.4,3.0,2.6,11.3,13.3,0.532,0.0,0.26,6.7,11.0,8.8,22.4,1.4,0.8,22.3,17.2,1.7,3.2,4.9,0.093,-0.1,0.4,0.3,1.5,1980.0,Seattle SuperSonics*,82.0,241.8,41.6,90.5,0.459,0.7,2.9,0.246,40.8,87.6,0.466,20.0,26.2,0.764,14.7,29.4,44.0,24.6,8.9,4.8,18.5,24.4,103.8,27.0,56.0,26.0,4.66,-0.42,4.24,105.8,101.2,4.6,101.8,0.298,0.025,0.52,1980.0,Seattle SuperSonics,SEA
