   ,Player              ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P  ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB,TRB ,AST ,STL,BLK,TOV,PF ,PTS
178,Kendall Gill        ,SG   ,33.0,MIA,65.0,49.0,21.7,2.5 ,6.5 ,0.384,0.1,0.7,0.136,2.4 ,5.8 ,0.413,0.391,0.6,1.0 ,0.677,0.4,2.4,2.8 ,1.5 ,0.7,0.1,0.8,2.2,5.7
179,Dion Glover         ,SG   ,23.0,ATL,55.0,25.0,21.0,3.5 ,8.3 ,0.421,0.5,1.7,0.33 ,2.9 ,6.6 ,0.444,0.454,1.4,1.9 ,0.757,0.7,2.4,3.1 ,1.5 ,0.8,0.3,1.4,1.6,8.9
181,Brian Grant         ,PF   ,29.0,MIA,72.0,72.0,31.3,4.0 ,8.5 ,0.469,0.0,0.0,0.0  ,4.0 ,8.4 ,0.47 ,0.469,1.4,1.7 ,0.849,2.3,5.7,8.0 ,1.9 ,0.7,0.4,1.7,3.3,9.3
183,Adrian Griffin      ,SG   ,27.0,DAL,58.0,34.0,23.8,3.1 ,6.2 ,0.499,0.3,0.9,0.296,2.8 ,5.3 ,0.534,0.521,0.7,0.8 ,0.837,1.2,2.8,3.9 ,1.8 ,1.3,0.2,0.7,2.4,7.2
184,Eddie Griffin       ,PF   ,19.0,HOU,73.0,24.0,26.0,3.3 ,9.1 ,0.366,1.2,3.7,0.33 ,2.1 ,5.4 ,0.392,0.434,0.9,1.2 ,0.744,1.6,4.1,5.7 ,0.7 ,0.2,1.8,0.6,1.6,8.8
185,Tom Gugliotta       ,PF   ,32.0,PHO,44.0,40.0,25.7,2.9 ,6.8 ,0.422,0.1,0.2,0.333,2.8 ,6.6 ,0.425,0.427,0.6,0.8 ,0.757,1.3,3.7,5.0 ,1.8 ,0.9,0.7,1.4,2.6,6.5
186,A.J. Guyton         ,PG   ,23.0,CHI,45.0,6.0 ,13.5,2.0 ,5.4 ,0.361,1.0,2.7,0.374,0.9 ,2.7 ,0.347,0.455,0.5,0.6 ,0.815,0.3,0.7,1.0 ,1.8 ,0.2,0.2,0.8,0.5,5.4
188,Darvin Ham          ,SF   ,28.0,MIL,70.0,2.0 ,17.3,1.7 ,3.0 ,0.569,0.0,0.1,0.143,1.7 ,2.9 ,0.583,0.571,0.9,1.8 ,0.504,1.3,1.6,2.9 ,1.0 ,0.4,0.5,1.2,2.5,4.3
189,Richard Hamilton    ,SG   ,23.0,WAS,63.0,57.0,35.0,7.5 ,17.2,0.435,0.3,0.7,0.381,7.2 ,16.5,0.438,0.443,4.8,5.3 ,0.89 ,1.2,2.3,3.4 ,2.7 ,0.6,0.2,2.1,2.2,20.0
190,Tang Hamilton       ,SF   ,23.0,MIA,9.0 ,2.0 ,10.9,1.1 ,2.1 ,0.526,0.0,0.1,0.0  ,1.1 ,2.0 ,0.556,0.526,0.0,0.1 ,0.0  ,0.7,1.3,2.0 ,0.6 ,0.4,0.0,0.2,1.1,2.2
