   ,Player             ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS
333,Rashard Lewis      ,SF   ,32.0,WAS,28.0,15.0,26.0,3.0 ,7.9 ,0.385,0.6,2.4,0.239,2.5,5.5 ,0.448,0.421,1.1,1.3 ,0.838,1.2,2.7 ,3.9 ,1.0 ,0.8,0.4,1.1,1.8,7.8
334,DeAndre Liggins    ,SF   ,23.0,ORL,17.0,0.0 ,6.8 ,0.7 ,1.5 ,0.48 ,0.0,0.2,0.0  ,0.7,1.2 ,0.571,0.48 ,0.5,1.1 ,0.474,0.4,0.5 ,0.9 ,0.3 ,0.4,0.0,0.6,0.4,1.9
335,Jeremy Lin         ,PG   ,23.0,NYK,35.0,25.0,26.9,4.9 ,10.9,0.446,0.7,2.1,0.32 ,4.2,8.8 ,0.477,0.478,4.2,5.2 ,0.798,0.5,2.5 ,3.1 ,6.2 ,1.6,0.3,3.6,2.2,14.6
336,Shaun Livingston   ,SG   ,26.0,MIL,58.0,27.0,18.8,2.2 ,4.7 ,0.469,0.0,0.1,0.667,2.2,4.6 ,0.466,0.472,1.1,1.4 ,0.785,0.7,1.4 ,2.1 ,2.1 ,0.5,0.3,1.1,1.4,5.5
340,Kevin Love         ,PF   ,23.0,MIN,55.0,55.0,39.0,8.6 ,19.3,0.448,1.9,5.1,0.372,6.7,14.1,0.475,0.497,6.9,8.4 ,0.824,4.1,9.2 ,13.3,2.0 ,0.9,0.5,2.3,2.8,26.0
341,Kyle Lowry         ,PG   ,25.0,HOU,47.0,38.0,32.1,4.5 ,10.9,0.409,1.7,4.5,0.374,2.8,6.4 ,0.434,0.486,3.6,4.2 ,0.864,0.8,3.7 ,4.5 ,6.6 ,1.6,0.3,2.8,2.8,14.3
342,John Lucas III     ,PG   ,29.0,CHI,49.0,2.0 ,14.8,2.9 ,7.3 ,0.399,1.1,2.9,0.393,1.8,4.4 ,0.404,0.476,0.6,0.7 ,0.875,0.4,1.1 ,1.6 ,2.2 ,0.4,0.0,0.9,0.9,7.5
343,Shelvin Mack       ,PG   ,21.0,WAS,64.0,0.0 ,12.2,1.4 ,3.4 ,0.4  ,0.2,0.7,0.286,1.2,2.8 ,0.427,0.427,0.7,0.9 ,0.712,0.2,1.3 ,1.4 ,2.0 ,0.4,0.0,0.8,0.8,3.6
345,Corey Maggette     ,SF   ,32.0,CHA,32.0,28.0,27.5,4.3 ,11.7,0.373,0.8,2.1,0.364,3.6,9.6 ,0.375,0.405,5.6,6.5 ,0.856,0.7,3.3 ,3.9 ,1.2 ,0.7,0.0,1.8,2.6,15.0
347,Ian Mahinmi        ,C    ,25.0,DAL,61.0,12.0,18.7,2.1 ,3.9 ,0.546,0.0,0.0,0.0  ,2.1,3.9 ,0.549,0.546,1.5,2.4 ,0.639,1.8,3.0 ,4.7 ,0.2 ,0.6,0.5,0.8,2.9,5.8
348,Shawn Marion       ,SF   ,33.0,DAL,63.0,63.0,30.5,4.6 ,10.3,0.446,0.3,1.1,0.294,4.3,9.2 ,0.464,0.461,1.2,1.5 ,0.796,2.3,5.1 ,7.4 ,2.1 ,1.1,0.6,1.6,1.4,10.6
349,Cartier Martin     ,SF   ,27.0,WAS,17.0,2.0 ,23.0,3.5 ,7.9 ,0.44 ,1.7,4.4,0.387,1.8,3.5 ,0.508,0.549,0.6,1.1 ,0.579,0.7,2.7 ,3.4 ,0.6 ,0.6,0.1,0.8,2.1,9.3
