   ,Player                  ,Pos  ,Age ,Tm ,G   ,GS  ,MP  ,FG  ,FGA ,FG%  ,3P ,3PA ,3P%  ,2P ,2PA ,2P%  ,eFG% ,FT ,FTA ,FT%  ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS
306,Jonathan Isaac          ,PF   ,20.0,ORL,27.0,10.0,19.9,2.0 ,5.4 ,0.379,0.6,1.7 ,0.348,1.4,3.7 ,0.394,0.434,0.7,0.9 ,0.76 ,0.6,3.1 ,3.7 ,0.7 ,1.2,1.1,1.0,1.8,5.4
307,Wes Iwundu              ,SF   ,23.0,ORL,62.0,12.0,16.5,1.5 ,3.5 ,0.427,0.1,0.7 ,0.196,1.4,2.8 ,0.488,0.447,0.5,0.8 ,0.723,0.6,1.6 ,2.2 ,0.9 ,0.5,0.2,0.5,1.3,3.7
308,Jarrett Jack            ,PG   ,34.0,NYK,62.0,56.0,25.0,3.0 ,7.1 ,0.427,0.4,1.4 ,0.291,2.6,5.8 ,0.459,0.455,1.0,1.2 ,0.84 ,0.4,2.7 ,3.1 ,5.6 ,0.6,0.1,1.9,1.6,7.5
309,Aaron Jackson           ,PG   ,31.0,HOU,1.0 ,0.0 ,35.0,3.0 ,9.0 ,0.333,1.0,4.0 ,0.25 ,2.0,5.0 ,0.4  ,0.389,1.0,2.0 ,0.5  ,2.0,1.0 ,3.0 ,1.0 ,0.0,0.0,1.0,4.0,8.0
310,Demetrius Jackson       ,PG   ,23.0,TOT,15.0,0.0 ,5.3 ,0.5 ,1.2 ,0.389,0.1,0.5 ,0.143,0.4,0.7 ,0.545,0.417,0.1,0.1 ,0.5  ,0.3,0.5 ,0.8 ,0.6 ,0.3,0.1,0.7,0.5,1.1
313,Josh Jackson            ,SF   ,20.0,PHO,77.0,35.0,25.4,5.1 ,12.1,0.417,0.7,2.8 ,0.263,4.3,9.3 ,0.464,0.448,2.3,3.6 ,0.634,1.2,3.3 ,4.6 ,1.5 ,1.0,0.5,1.9,2.8,13.1
314,Justin Jackson          ,SF   ,22.0,SAC,68.0,41.0,22.1,2.7 ,6.2 ,0.442,0.8,2.7 ,0.308,1.9,3.4 ,0.547,0.51 ,0.4,0.5 ,0.722,0.4,2.4 ,2.8 ,1.1 ,0.4,0.2,0.6,1.2,6.7
315,Reggie Jackson          ,PG   ,27.0,DET,45.0,45.0,26.7,5.5 ,12.8,0.426,1.2,3.8 ,0.308,4.3,9.1 ,0.475,0.471,2.5,3.0 ,0.836,0.6,2.1 ,2.8 ,5.3 ,0.6,0.1,2.2,1.9,14.6
316,LeBron James            ,PF   ,33.0,CLE,82.0,82.0,36.9,10.5,19.3,0.542,1.8,5.0 ,0.367,8.6,14.3,0.603,0.59 ,4.7,6.5 ,0.731,1.2,7.5 ,8.6 ,9.1 ,1.4,0.9,4.2,1.7,27.5
317,Mike James              ,PG   ,27.0,TOT,36.0,10.0,19.1,3.4 ,8.9 ,0.383,0.7,2.7 ,0.265,2.7,6.2 ,0.435,0.424,1.8,2.3 ,0.762,0.4,2.1 ,2.5 ,3.5 ,0.8,0.2,1.4,1.3,9.3
