     ,Player               ,Age,Tm ,G ,GS,MVP_Share,MVP_Rank,MP  ,FG  ,FGA ,FG%   ,3P ,3PA ,3P%   ,2P  ,2PA ,2P%   ,eFG%  ,FT ,FTA ,FT%   ,ORB,DRB ,TRB ,AST ,STL,BLK,TOV,PF ,PTS ,Year,Tm_AGE,Tm_W,Tm_L,Tm_PW,Tm_PL,Tm_MOV,Tm_SOS,Tm_SRS,Tm_ORtg,Tm_DRtg,Tm_NRtg,Tm_PACE,Tm_FTr,Tm_3PAr,Tm_TS%,Tm_eFG%,Tm_TOV%,Tm_ORB%,Tm_FT/FGA,Tm_Op_eFG%,Tm_Op_TOV%,Tm_DRB%,Tm_Op_FT/FGA,Win%
11011,Deron Williams       ,23 ,UTA,82,82,0.0032   ,12      ,37.3,6.9 ,13.6,0.5074,1  ,2.6 ,0.3846,5.9 ,11.1,0.5315,0.5441,4  ,5   ,0.8   ,0.4,2.5 ,3   ,10.5,1.1,0.3,3.4,2.4,18.8,2008,25.5  ,48  ,34  ,48   ,34   ,2.65  ,-0.34 ,2.31  ,110.1  ,107.3  ,2.8    ,93.1   ,0.355 ,0.169  ,0.554 ,0.504  ,13.6   ,28.2   ,0.274    ,0.505     ,15        ,72.7   ,0.262       ,0.585
13750,Carmelo Anthony      ,29 ,NYK,77,77,0.0032   ,15      ,38.7,9.6 ,21.3,0.4507,2.2,5.4 ,0.4074,7.5 ,15.9,0.4717,0.507 ,6  ,7   ,0.8571,1.9,6.2 ,8.1 ,3.1 ,1.2,0.7,2.6,2.9,27.4,2014,26.9  ,17  ,65  ,17   ,65   ,-9.32 ,-0.18 ,-9.5  ,99.9   ,110    ,-10.1  ,91.2   ,0.234 ,0.24   ,0.508 ,0.47   ,14     ,24.5   ,0.18     ,0.512     ,13.3      ,73.1   ,0.234       ,0.207
10486,Chauncey Billups     ,30 ,DET,70,70,0.0031   ,11      ,36.2,5   ,11.6,0.431 ,1.6,4.5 ,0.3556,3.4 ,7.1 ,0.4789,0.5   ,5.5,6.2 ,0.8871,0.3,3.1 ,3.4 ,7.2 ,1.2,0.2,2  ,2.3,17  ,2007,28.3  ,59  ,23  ,62   ,20   ,7.39  ,-0.72 ,6.67  ,111.4  ,102.9  ,8.5    ,87.3   ,0.3   ,0.203  ,0.539 ,0.495  ,11.4   ,29.4   ,0.23     ,0.47      ,13.4      ,73.7   ,0.244       ,0.72
9708 ,Gilbert Arenas       ,23 ,WAS,80,80,0.0031   ,12      ,40.9,8.2 ,19  ,0.4316,2.6,7   ,0.3714,5.6 ,12  ,0.4667,0.5   ,6.5,8   ,0.8125,1  ,3.7 ,4.7 ,5.1 ,1.7,0.3,3  ,3.1,25.5,2005,26.5  ,42  ,40  ,46   ,36   ,1.85  ,-0.29 ,1.57  ,109.3  ,107.3  ,2      ,92.3   ,0.375 ,0.209  ,0.538 ,0.484  ,12.8   ,29.5   ,0.284    ,0.504     ,15.1      ,70.9   ,0.256       ,0.512
4074 ,Larry Bird           ,35 ,BOS,45,45,0.0031   ,14      ,36.9,7.8 ,16.8,0.4643,1.2,2.8 ,0.4286,6.7 ,14  ,0.4786,0.506 ,3.3,3.6 ,0.9167,1  ,8.6 ,9.6 ,6.8 ,0.9,0.7,2.8,1.8,20.2,1992,28.6  ,48  ,34  ,43   ,39   ,0.89  ,0.04  ,0.93  ,108.7  ,107.8  ,0.9    ,94.9   ,0.27  ,0.054  ,0.536 ,0.495  ,12.9   ,31.2   ,0.21     ,0.479     ,12.9      ,69     ,0.251       ,0.585
5572 ,Mitch Richmond       ,30 ,SAC,81,81,0.0027   ,16      ,36.4,7.5 ,16.9,0.4438,2.8,6.4 ,0.4375,4.8 ,10.5,0.4571,0.5325,5.2,6.1 ,0.8525,0.7,2.7 ,3.3 ,3.1 ,1.5,0.2,2.7,2.9,23.1,1996,27.4  ,34  ,48  ,31   ,51   ,-3.38 ,-0.26 ,-3.64 ,105    ,108.7  ,-3.7   ,91     ,0.313 ,0.16   ,0.526 ,0.485  ,15     ,32     ,0.226    ,0.495     ,14.3      ,68.5   ,0.264       ,0.415
5935 ,Terrell Brandon      ,25 ,CLE,75,75,0.0027   ,16      ,34.3,6.8 ,14.6,0.4658,1.2,3.1 ,0.3871,5.6 ,11.5,0.487 ,0.5068,4.5,5.1 ,0.8824,0.6,2.7 ,3.3 ,6.5 ,1.8,0.4,1.9,1.9,19.3,1996,26.7  ,42  ,40  ,47   ,35   ,1.84  ,0.47  ,2.32  ,104.6  ,102.4  ,2.2    ,82.9   ,0.297 ,0.215  ,0.531 ,0.493  ,15     ,29.4   ,0.215    ,0.482     ,16.8      ,71.9   ,0.281       ,0.512
1859 ,Buck Williams        ,25 ,NJN,82,82,0.0026   ,16      ,37.4,6.1 ,11.7,0.5214,0  ,0   ,0     ,6.1 ,11.6,0.5259,0.5214,3.7,5.4 ,0.6852,4  ,8   ,12  ,1.6 ,0.9,1.2,3  ,3.6,15.9,1986,26.2  ,24  ,58  ,28   ,54   ,-5.05 ,0.63  ,-4.42 ,105.6  ,110.5  ,-4.9   ,101.8  ,0.368 ,0.063  ,0.54  ,0.487  ,16.4   ,33.2   ,0.282    ,0.488     ,13.8      ,68.1   ,0.33        ,0.293
1990 ,Adrian Dantley       ,30 ,UTA,76,75,0.0026   ,16      ,36.1,10.8,19.1,0.5654,0  ,0.1 ,0     ,10.8,19  ,0.5684,0.5654,8.3,10.5,0.7905,2.3,2.9 ,5.2 ,3.5 ,0.8,0.1,3  ,2.7,29.8,1986,26.9  ,44  ,38  ,42   ,40   ,0.4   ,-0.36 ,0.04  ,104.1  ,103.7  ,0.4    ,103.2  ,0.318 ,0.06   ,0.516 ,0.473  ,14.1   ,31.2   ,0.231    ,0.466     ,15.7      ,65.2   ,0.269       ,0.537
6809 ,Mitch Richmond       ,32 ,SAC,70,70,0.0026   ,15      ,36.7,7.8 ,17.4,0.4483,1.9,4.8 ,0.3958,5.9 ,12.7,0.4646,0.5029,5.8,6.7 ,0.8657,0.7,2.6 ,3.3 ,4   ,1.3,0.2,2.6,2.2,23.2,1998,26.1  ,27  ,23  ,24   ,26   ,-0.42 ,-0.47 ,-0.89 ,102.7  ,103.1  ,-0.4   ,96     ,0.3   ,0.219  ,0.514 ,0.479  ,14.7   ,30.6   ,0.205    ,0.471     ,13.7      ,67.7   ,0.176       ,0.54
6152 ,John Stockton        ,34 ,UTA,82,82,0.0026   ,15      ,35.3,5.1 ,9.3 ,0.5484,0.9,2.2 ,0.4091,4.1 ,7.1 ,0.5775,0.586 ,3.4,4   ,0.85  ,0.5,2.2 ,2.8 ,10.5,2  ,0.2,3  ,2.4,14.4,1997,29.7  ,62  ,20  ,59   ,23   ,6.54  ,-0.81 ,5.73  ,112.7  ,105.4  ,7.3    ,89.2   ,0.433 ,0.11   ,0.569 ,0.51   ,14.8   ,32.3   ,0.334    ,0.471     ,13.5      ,71     ,0.271       ,0.756
12233,Tony Parker          ,28 ,SAS,78,78,0.0025   ,12      ,32.4,7.1 ,13.7,0.5182,0.3,0.9 ,0.3333,6.8 ,12.8,0.5312,0.5292,3  ,3.9 ,0.7692,0.4,2.7 ,3.1 ,6.6 ,1.2,0  ,2.6,1.7,17.5,2011,27.5  ,50  ,16  ,48   ,18   ,7.17  ,0.11  ,7.28  ,110.9  ,103.2  ,7.7    ,92.9   ,0.261 ,0.257  ,0.562 ,0.528  ,12.8   ,25.1   ,0.195    ,0.489     ,12.9      ,76     ,0.168       ,0.758
2760 ,Mark Jackson         ,22 ,NYK,82,80,0.0025   ,13      ,39.6,5.3 ,12.4,0.4274,0.4,1.5 ,0.2667,5   ,10.8,0.463 ,0.4516,2.5,3.2 ,0.7812,1.5,3.4 ,4.8 ,10.6,2.5,0.1,3.1,3  ,13.6,1988,25.3  ,52  ,30  ,50   ,32   ,3.77  ,-0.15 ,3.62  ,111.1  ,107.5  ,3.6    ,104.4  ,0.311 ,0.151  ,0.553 ,0.512  ,15.4   ,36.2   ,0.234    ,0.504     ,16.7      ,65.1   ,0.249       ,0.634
12895,Tim Duncan           ,35 ,SAS,58,58,0.0025   ,14      ,28.2,6.2 ,12.6,0.4921,0  ,0.1 ,0     ,6.2 ,12.6,0.4921,0.4921,3  ,4.3 ,0.6977,1.9,7.1 ,9   ,2.3 ,0.7,1.5,1.7,1.7,15.4,2012,28.6  ,58  ,24  ,58   ,24   ,6.4   ,0.27  ,6.67  ,108.3  ,101.6  ,6.7    ,94.2   ,0.258 ,0.264  ,0.568 ,0.531  ,14     ,20.5   ,0.204    ,0.48      ,13.7      ,74.9   ,0.179       ,0.707
13304,Stephen Curry        ,24 ,GSW,78,78,0.0025   ,11      ,38.2,8   ,17.8,0.4494,3.5,7.7 ,0.4545,4.5 ,10.1,0.4455,0.5478,3.4,3.7 ,0.9189,0.8,3.3 ,4   ,6.9 ,1.6,0.2,3.1,2.5,22.9,2013,26.3  ,51  ,31  ,54   ,28   ,4.8   ,0.34  ,5.15  ,107.5  ,102.6  ,4.9    ,96.2   ,0.247 ,0.291  ,0.55  ,0.517  ,13.8   ,25.1   ,0.186    ,0.477     ,13.6      ,76.3   ,0.224       ,0.622
7265 ,Hakeem Olajuwon      ,36 ,HOU,50,50,0.0025   ,13      ,35.7,7.5 ,14.5,0.5172,0.1,0.3 ,0.3333,7.4 ,14.2,0.5211,0.5207,3.9,5.4 ,0.7222,2.1,7.4 ,9.6 ,1.8 ,1.6,2.5,2.8,3.2,18.9,1999,26.3  ,34  ,48  ,39   ,43   ,-0.87 ,0.3   ,-0.57 ,104.8  ,105.7  ,-0.9   ,94.2   ,0.322 ,0.244  ,0.536 ,0.494  ,15.8   ,29.1   ,0.236    ,0.481     ,12.5      ,71.6   ,0.201       ,0.415
7096 ,Arvydas Sabonis      ,34 ,POR,50,48,0.0025   ,13      ,27  ,4.6 ,9.6 ,0.4792,0.1,0.5 ,0.2   ,4.5 ,9.1 ,0.4945,0.4844,2.7,3.5 ,0.7714,1.8,6.1 ,7.9 ,2.4 ,0.7,1.3,1.7,2.9,12.1,1999,29.6  ,59  ,23  ,59   ,23   ,6.4   ,-0.04 ,6.36  ,107.9  ,100.8  ,7.1    ,89.9   ,0.316 ,0.175  ,0.546 ,0.501  ,14.5   ,30.3   ,0.24     ,0.461     ,13.8      ,72.4   ,0.217       ,0.72
11651,Dirk Nowitzki        ,30 ,DAL,81,81,0.0025   ,10      ,37.7,9.6 ,20  ,0.48  ,0.8,2.1 ,0.381 ,8.8 ,17.9,0.4916,0.5   ,6  ,6.7 ,0.8955,1.1,7.3 ,8.4 ,2.4 ,0.8,0.8,1.9,2.2,25.9,2009,30.7  ,55  ,27  ,49   ,33   ,2.72  ,-0.06 ,2.66  ,109.2  ,106.3  ,2.9    ,92.5   ,0.277 ,0.222  ,0.552 ,0.506  ,12.3   ,24.3   ,0.226    ,0.495     ,13.6      ,73.7   ,0.206       ,0.671
7445 ,Kobe Bryant          ,21 ,LAL,66,62,0.0025   ,12      ,38.2,8.4 ,17.9,0.4693,0.7,2.2 ,0.3182,7.7 ,15.7,0.4904,0.4888,5  ,6.1 ,0.8197,1.6,4.7 ,6.3 ,4.9 ,1.6,0.9,2.8,3.3,22.5,2000,29.2  ,56  ,26  ,51   ,31   ,3.38  ,0.37  ,3.74  ,108.4  ,104.8  ,3.6    ,91.7   ,0.349 ,0.191  ,0.535 ,0.498  ,13.3   ,31.1   ,0.238    ,0.468     ,12.2      ,72.5   ,0.234       ,0.683
13620,Goran Dragić         ,27 ,PHO,76,75,0.0024   ,16      ,35.1,7.3 ,14.4,0.5069,1.6,3.9 ,0.4103,5.7 ,10.4,0.5481,0.5625,4.2,5.5 ,0.7636,0.9,2.3 ,3.2 ,5.9 ,1.4,0.3,2.8,2.7,20.3,2014,25.7  ,39  ,43  ,38   ,44   ,-0.9  ,0.52  ,-0.38 ,105.3  ,106.2  ,-0.9   ,96.3   ,0.251 ,0.291  ,0.537 ,0.501  ,13.7   ,24.5   ,0.191    ,0.497     ,14        ,73.5   ,0.221       ,0.476
7957 ,Jerry Stackhouse     ,26 ,DET,80,80,0.0024   ,14      ,40.2,9.7 ,24.1,0.4025,2.1,5.9 ,0.3559,7.6 ,18.2,0.4176,0.4461,8.3,10.1,0.8218,1.2,2.7 ,3.9 ,5.1 ,1.2,0.7,4.1,2  ,29.8,2001,29.5  ,50  ,32  ,48   ,34   ,2.13  ,-0.45 ,1.69  ,104.8  ,102.4  ,2.4    ,90     ,0.31  ,0.24   ,0.54  ,0.497  ,14.3   ,24.4   ,0.235    ,0.474     ,14.8      ,70.5   ,0.206       ,0.61
8255 ,Jerry Stackhouse     ,27 ,DET,76,76,0.0024   ,15      ,35.3,6.9 ,17.4,0.3966,1.1,3.9 ,0.2821,5.8 ,13.4,0.4328,0.4282,6.5,7.6 ,0.8553,1  ,3.1 ,4.1 ,5.3 ,1  ,0.5,3.5,2.1,21.4,2002,29    ,50  ,32  ,52   ,30   ,3.68  ,-0.71 ,2.97  ,104.1  ,99.9   ,4.2    ,86.8   ,0.322 ,0.237  ,0.523 ,0.473  ,13.3   ,25.9   ,0.248    ,0.461     ,13.9      ,74     ,0.225       ,0.61
11894,Manu Ginóbili        ,32 ,SAS,75,21,0.0024   ,11      ,28.7,5.3 ,12  ,0.4417,1.8,4.7 ,0.383 ,3.5 ,7.4 ,0.473 ,0.5167,4.1,4.7 ,0.8723,0.9,2.9 ,3.8 ,4.9 ,1.4,0.3,2.1,2.1,16.5,2010,28.8  ,61  ,21  ,56   ,26   ,5.71  ,0.16  ,5.86  ,111.8  ,105.6  ,6.2    ,92.3   ,0.299 ,0.261  ,0.567 ,0.527  ,12.8   ,24.9   ,0.229    ,0.491     ,12.6      ,74.6   ,0.19        ,0.744
11144,Carmelo Anthony      ,23 ,DEN,77,77,0.0024   ,13      ,36.4,9.5 ,19.2,0.4948,0.8,2.1 ,0.381 ,8.7 ,17.1,0.5088,0.5156,6  ,7.7 ,0.7792,2.3,5.1 ,7.4 ,3.4 ,1.3,0.5,3.3,3.3,25.7,2008,27.7  ,54  ,28  ,50   ,32   ,3.41  ,-0.29 ,3.13  ,110.4  ,106.8  ,3.6    ,94.3   ,0.382 ,0.227  ,0.563 ,0.512  ,14.2   ,27.5   ,0.29     ,0.485     ,14.1      ,71.7   ,0.259       ,0.659
14162,Blake Griffin        ,25 ,LAC,67,67,0.0023   ,8       ,35.2,8.6 ,17.1,0.5029,0.1,0.4 ,0.25  ,8.4 ,16.7,0.503 ,0.5   ,4.6,6.4 ,0.7187,1.9,5.7 ,7.6 ,5.3 ,0.9,0.5,2.3,2.9,21.9,2015,29.7  ,53  ,29  ,53   ,29   ,4.28  ,-0.15 ,4.13  ,108.3  ,103.8  ,4.5    ,95.8   ,0.318 ,0.324  ,0.556 ,0.524  ,12.1   ,20.1   ,0.22     ,0.48      ,13.8      ,73.8   ,0.222       ,0.646
14078,Marc Gasol           ,30 ,MEM,81,81,0.0023   ,8       ,33.2,6.5 ,13.2,0.4924,0  ,0.2 ,0     ,6.5 ,13  ,0.5   ,0.4924,4.3,5.4 ,0.7963,1.4,6.4 ,7.8 ,3.8 ,0.9,1.6,2.2,2.6,17.4,2015,30.5  ,42  ,40  ,35   ,47   ,-2.24 ,0.11  ,-2.14 ,105.4  ,107.8  ,-2.4   ,93.3   ,0.295 ,0.222  ,0.524 ,0.477  ,12.3   ,25.3   ,0.231    ,0.518     ,15.2      ,75.1   ,0.251       ,0.512
10839,Shaquille O'Neal     ,34 ,MIA,40,39,0.0023   ,12      ,28.4,7.1 ,12  ,0.5917,0  ,0   ,0     ,7.1 ,12  ,0.5917,0.5917,3.1,7.4 ,0.4189,2.4,5   ,7.4 ,2   ,0.2,1.4,2.4,3.5,17.3,2007,27.4  ,15  ,67  ,18   ,64   ,-8.65 ,0.11  ,-8.53 ,100.5  ,110    ,-9.5   ,90.2   ,0.3   ,0.217  ,0.522 ,0.482  ,14.4   ,22.1   ,0.218    ,0.51      ,13.6      ,71.9   ,0.245       ,0.183
10722,Dwyane Wade          ,25 ,MIA,51,50,0.0023   ,12      ,37.9,9.3 ,18.9,0.4921,0.4,1.5 ,0.2667,8.8 ,17.3,0.5087,0.4974,8.5,10.5,0.8095,1  ,3.7 ,4.7 ,7.5 ,2.1,1.2,4.2,2.3,27.4,2007,27.4  ,15  ,67  ,18   ,64   ,-8.65 ,0.11  ,-8.53 ,100.5  ,110    ,-9.5   ,90.2   ,0.3   ,0.217  ,0.522 ,0.482  ,14.4   ,22.1   ,0.218    ,0.51      ,13.6      ,71.9   ,0.245       ,0.183
4061 ,Kevin Johnson        ,25 ,PHO,78,78,0.0021   ,15      ,37.2,6.9 ,14.4,0.4792,0.1,0.6 ,0.1667,6.8 ,13.8,0.4928,0.4826,5.7,7.1 ,0.8028,0.8,3   ,3.7 ,10.7,1.5,0.3,3.5,2.3,19.7,1992,28.2  ,62  ,20  ,57   ,25   ,6.66  ,-0.39 ,6.27  ,113.3  ,106.7  ,6.6    ,99.8   ,0.358 ,0.154  ,0.566 ,0.521  ,14.2   ,33     ,0.27     ,0.496     ,13.9      ,69.2   ,0.206       ,0.756
16050,Victor Oladipo       ,25 ,IND,75,75,0.002    ,13      ,34  ,8.5 ,17.9,0.4749,2.1,5.8 ,0.3621,6.4 ,12.1,0.5289,0.5335,3.9,4.9 ,0.7959,0.6,4.6 ,5.2 ,4.3 ,2.4,0.8,2.9,2.3,23.1,2018,27    ,48  ,34  ,50   ,32   ,3.33  ,-0.57 ,2.76  ,109.9  ,106.5  ,3.4    ,98.1   ,0.242 ,0.292  ,0.561 ,0.53   ,12.4   ,21.9   ,0.182    ,0.516     ,14.1      ,76.2   ,0.184       ,0.585
15484,Kevin Durant         ,28 ,GSW,62,62,0.002    ,9       ,33.4,8.9 ,16.5,0.5394,1.9,5   ,0.38  ,7   ,11.5,0.6087,0.597 ,5.4,6.2 ,0.871 ,0.6,7.6 ,8.3 ,4.8 ,1.1,1.6,2.2,1.9,25.1,2017,28.8  ,58  ,24  ,56   ,26   ,5.98  ,-0.19 ,5.79  ,113.6  ,107.6  ,6      ,99.6   ,0.239 ,0.339  ,0.603 ,0.569  ,14.1   ,21     ,0.195    ,0.504     ,12.6      ,76.3   ,0.186       ,0.707
15336,Anthony Davis        ,23 ,NOP,75,75,0.002    ,9       ,36.1,10.3,20.3,0.5074,0.5,1.8 ,0.2778,9.7 ,18.6,0.5215,0.5148,6.9,8.6 ,0.8023,2.3,9.5 ,11.8,2.1 ,1.3,2.2,2.4,2.2,28  ,2017,27.6  ,48  ,34  ,44   ,38   ,1.3   ,0.18  ,1.48  ,109.6  ,108.3  ,1.3    ,100.5  ,0.237 ,0.319  ,0.573 ,0.541  ,13.3   ,20     ,0.183    ,0.513     ,12.5      ,76.7   ,0.175       ,0.585
6170 ,Charles Barkley      ,33 ,HOU,53,53,0.0017   ,16      ,37.9,6.3 ,13.1,0.4809,1.1,3.9 ,0.2821,5.2 ,9.2 ,0.5652,0.5229,5.4,7.8 ,0.6923,4  ,9.5 ,13.5,4.7 ,1.3,0.5,2.8,2.9,19.2,1997,32    ,41  ,41  ,39   ,43   ,-0.76 ,-0.47 ,-1.23 ,107.7  ,108.6  ,-0.9   ,91     ,0.326 ,0.256  ,0.544 ,0.496  ,14.8   ,29.8   ,0.251    ,0.499     ,13.3      ,69.3   ,0.208       ,0.5
6625 ,Rik Smits            ,31 ,IND,73,69,0.0017   ,16      ,28.6,7   ,14.2,0.493 ,0  ,0   ,0     ,7   ,14.2,0.493 ,0.493 ,2.6,3.3 ,0.7879,1.7,5.2 ,6.9 ,1.4 ,0.5,1.2,1.8,3.3,16.7,1998,30.8  ,33  ,17  ,32   ,18   ,3.74  ,0.12  ,3.86  ,108.7  ,104.4  ,4.3    ,86.4   ,0.318 ,0.207  ,0.537 ,0.486  ,12.8   ,28.7   ,0.253    ,0.46      ,12.7      ,69.9   ,0.236       ,0.66
6746 ,Reggie Miller        ,32 ,IND,81,81,0.0017   ,16      ,34.5,6.4 ,13.3,0.4812,2  ,4.7 ,0.4255,4.3 ,8.6 ,0.5   ,0.5489,4.7,5.4 ,0.8704,0.6,2.3 ,2.9 ,2.1 ,1  ,0.1,1.6,1.8,19.5,1998,30.8  ,33  ,17  ,32   ,18   ,3.74  ,0.12  ,3.86  ,108.7  ,104.4  ,4.3    ,86.4   ,0.318 ,0.207  ,0.537 ,0.486  ,12.8   ,28.7   ,0.253    ,0.46      ,12.7      ,69.9   ,0.236       ,0.66
7003 ,Darrell Armstrong    ,30 ,ORL,50,15,0.0017   ,15      ,30  ,4.6 ,10.4,0.4423,1.4,3.8 ,0.3684,3.2 ,6.7 ,0.4776,0.5096,3.2,3.6 ,0.8889,1.1,2.5 ,3.6 ,6.7 ,2.2,0.1,3.2,1.8,13.8,1999,26.3  ,41  ,41  ,43   ,39   ,0.68  ,-0.26 ,0.43  ,102.4  ,101.7  ,0.7    ,97.3   ,0.305 ,0.124  ,0.516 ,0.473  ,15.4   ,31.6   ,0.224    ,0.476     ,15.9      ,69.9   ,0.226       ,0.5
12231,Chris Paul           ,25 ,NOH,80,80,0.0017   ,13      ,36  ,5.4 ,11.6,0.4655,0.9,2.3 ,0.3913,4.5 ,9.3 ,0.4839,0.5043,4.2,4.8 ,0.875 ,0.5,3.6 ,4.1 ,9.8 ,2.4,0.1,2.2,2.5,15.9,2011,25.5  ,21  ,45  ,24   ,42   ,-3.76 ,0.65  ,-3.11 ,100.9  ,105.1  ,-4.2   ,88.3   ,0.274 ,0.152  ,0.517 ,0.476  ,15.2   ,27.5   ,0.207    ,0.485     ,13.5      ,73.1   ,0.218       ,0.318
11543,Tim Duncan           ,32 ,SAS,75,75,0.0017   ,11      ,33.7,7.4 ,14.8,0.5   ,0  ,0   ,0     ,7.4 ,14.7,0.5034,0.5   ,4.5,6.4 ,0.7031,2.7,8   ,10.7,3.5 ,0.5,1.7,2.2,2.3,19.3,2009,28.7  ,50  ,32  ,55   ,27   ,5.09  ,-0.02 ,5.07  ,110    ,104.5  ,5.5    ,91.7   ,0.296 ,0.232  ,0.552 ,0.515  ,12.9   ,26.8   ,0.219    ,0.483     ,12.1      ,76.3   ,0.214       ,0.61
10638,Amar'e Stoudemire    ,24 ,PHO,82,78,0.0016   ,14      ,32.8,7.4 ,12.9,0.5736,0  ,0   ,0     ,7.4 ,12.8,0.5781,0.5736,5.6,7.1 ,0.7887,2.7,6.9 ,9.6 ,1   ,1  ,1.3,2.8,3.6,20.4,2007,29.3  ,55  ,27  ,54   ,28   ,5.05  ,0.09  ,5.14  ,113.3  ,108.1  ,5.2    ,96.7   ,0.292 ,0.26   ,0.59  ,0.551  ,13.4   ,22.4   ,0.228    ,0.488     ,11.8      ,70.9   ,0.191       ,0.671
9397 ,Andrei Kirilenko     ,22 ,UTA,78,78,0.0016   ,13      ,37.1,5.3 ,11.9,0.4454,0.9,2.6 ,0.3462,4.4 ,9.4 ,0.4681,0.4832,5  ,6.4 ,0.7812,2.9,5.2 ,8.1 ,3.1 ,1.9,2.8,2.8,2.2,16.5,2004,25.7  ,26  ,56  ,29   ,53   ,-4.27 ,0.53  ,-3.74 ,104.7  ,109.5  ,-4.8   ,88.4   ,0.361 ,0.121  ,0.522 ,0.469  ,15     ,31.9   ,0.273    ,0.499     ,14.2      ,72.3   ,0.34        ,0.317
1963 ,Dennis Johnson       ,31 ,BOS,78,78,0.0013   ,18      ,35  ,6.2 ,13.6,0.4559,0.1,0.5 ,0.2   ,6.1 ,13.1,0.4656,0.4596,3.1,3.8 ,0.8158,0.9,2.6 ,3.4 ,5.8 ,1.4,0.4,2.2,2.6,15.6,1986,29.4  ,59  ,23  ,57   ,25   ,6.65  ,-0.08 ,6.57  ,113.5  ,106.8  ,6.7    ,98.6   ,0.305 ,0.08   ,0.577 ,0.532  ,14     ,29     ,0.247    ,0.471     ,12        ,67.6   ,0.217       ,0.72
2601 ,Buck Williams        ,27 ,NJN,70,70,0.0013   ,14      ,37.7,6.7 ,11.9,0.563 ,0  ,0   ,0     ,6.6 ,11.9,0.5546,0.5546,4.9,7.4 ,0.6622,4.3,7.7 ,11.9,1.6 ,1  ,0.6,2.7,3.8,18.3,1988,26.8  ,26  ,56  ,25   ,57   ,-6.35 ,0.66  ,-5.69 ,103    ,109.3  ,-6.3   ,100.1  ,0.313 ,0.079  ,0.517 ,0.474  ,15     ,32.7   ,0.229    ,0.508     ,14.4      ,70.1   ,0.244       ,0.317
2685 ,Adrian Dantley       ,32 ,DET,69,50,0.0013   ,14      ,31.1,6.4 ,12.5,0.512 ,0  ,0   ,0     ,6.4 ,12.5,0.512 ,0.512 ,7.1,8.3 ,0.8554,1.2,2.1 ,3.3 ,2.5 ,0.6,0.1,2  ,2.1,20  ,1988,28.7  ,63  ,19  ,56   ,26   ,5.8   ,0.44  ,6.24  ,110.8  ,104.7  ,6.1    ,95.5   ,0.346 ,0.058  ,0.551 ,0.502  ,14.4   ,34.5   ,0.266    ,0.458     ,13.2      ,69.2   ,0.26        ,0.768
2718 ,Mark Aguirre         ,28 ,DAL,77,77,0.0013   ,14      ,33.9,9.7 ,20.4,0.4755,0.7,2.2 ,0.3182,9   ,18.2,0.4945,0.4926,5  ,6.5 ,0.7692,2.4,3.3 ,5.6 ,3.6 ,0.9,0.7,2.6,2.9,25.1,1988,28.6  ,38  ,44  ,38   ,44   ,-1.21 ,-0.59 ,-1.79 ,107.4  ,108.6  ,-1.2   ,95.9   ,0.327 ,0.098  ,0.536 ,0.484  ,13.5   ,29.5   ,0.258    ,0.48      ,12.5      ,66.1   ,0.215       ,0.463
2719 ,Michael Adams        ,25 ,DEN,82,75,0.0013   ,14      ,33.9,5.1 ,11.3,0.4513,1.7,4.6 ,0.3696,3.4 ,6.7 ,0.5075,0.5265,2  ,2.4 ,0.8333,0.5,2.2 ,2.7 ,6.1 ,2  ,0.2,1.8,1.7,13.9,1988,29.8  ,44  ,38  ,45   ,37   ,1.7   ,-0.78 ,0.91  ,108.6  ,107.1  ,1.5    ,107.5  ,0.284 ,0.083  ,0.528 ,0.482  ,11.8   ,29.6   ,0.224    ,0.505     ,15.6      ,68.9   ,0.264       ,0.537
2989 ,Isiah Thomas         ,27 ,DET,80,76,0.0012   ,17      ,36.6,7.1 ,15.3,0.4641,0.4,1.5 ,0.2667,6.7 ,13.8,0.4855,0.4771,3.6,4.4 ,0.8182,0.6,2.8 ,3.4 ,8.3 ,1.7,0.3,3.7,2.6,18.2,1989,29.5  ,59  ,23  ,57   ,25   ,6.09  ,-0.68 ,5.41  ,109.9  ,103.5  ,6.4    ,94.4   ,0.323 ,0.078  ,0.537 ,0.49   ,13.4   ,34.2   ,0.245    ,0.461     ,13.7      ,70.3   ,0.262       ,0.72
3027 ,Terry Cummings       ,27 ,MIL,80,78,0.0012   ,17      ,35.3,9.1 ,19.5,0.4667,0.1,0.2 ,0.5   ,9   ,19.4,0.4639,0.4692,4.5,5.8 ,0.7759,3.5,4.6 ,8.1 ,2.5 ,1.3,0.9,2.5,3.3,22.9,1989,28.1  ,44  ,38  ,39   ,43   ,-0.78 ,-0.28 ,-1.06 ,107.3  ,108.1  ,-0.8   ,98     ,0.318 ,0.094  ,0.533 ,0.488  ,13.9   ,31.5   ,0.241    ,0.492     ,15.8      ,66     ,0.29        ,0.537
